,Unnamed: 0,Flight.No,Airline,Flight.Type,Scheduled.Departure,Departure,Scheduled.Arrival,Arrival,Flight.Status,Justification,Airport.From,Airport.To,Longitude.To,Latitude.To,Longitude.From,Latitude.From,Departure.Delay,Arrival.Delay,Distance.In.Meters,Flight.No2,AirLine.Code,Departure_Date
55057,183181,AZU - 2840,AZUL,Domestic,2016-03-15 13:05:00,2016-03-15 12:52:00,2016-03-15 14:25:00,2016-03-15 14:19:00,Confirmed,ANTECIPATION,SBEG,SBBV,-60.6925903,2.8419238,-60.0463249,-3.0358474,-13.0,-6.0,653902.106604251,2840,AZU,2016-03-15 13:05:00
55077,183201,AZU - 2840,AZUL,Domestic,2016-03-15 08:34:00,2016-03-15 08:32:00,2016-03-15 12:27:00,2016-03-15 12:21:00,Confirmed,ANTECIPATION,SBKP,SBEG,-60.0463249,-3.0358474,-47.1375685,-23.008205,-2.0,-6.0,2611579.96262284,2840,AZU,2016-03-15 08:34:00
55092,183216,AZU - 2841,AZUL,Domestic,2016-03-15 16:55:00,2016-03-15 16:55:00,2016-03-15 20:34:00,2016-03-15 20:34:00,Confirmed,,SBEG,SBKP,-47.1375685,-23.008205,-60.0463249,-3.0358474,0.0,0.0,2611579.96262284,2841,AZU,2016-03-15 16:55:00
55110,183234,AZU - 2841,AZUL,Domestic,2016-03-15 14:55:00,2016-03-20 14:39:00,2016-03-15 16:15:00,2016-03-20 15:54:00,Confirmed,ANTECIPATION,SBBV,SBEG,-60.0463249,-3.0358474,-60.6925903,2.8419238,7184.0,7179.0,653902.106604251,2841,AZU,2016-03-15 14:55:00
55122,183246,AZU - 2841,AZUL,Domestic,2016-03-15 14:55:00,2016-03-15 14:56:00,2016-03-15 16:15:00,2016-03-15 16:13:00,Confirmed,ANTECIPATION,SBBV,SBEG,-60.0463249,-3.0358474,-60.6925903,2.8419238,1.0,-2.0,653902.106604251,2841,AZU,2016-03-15 14:55:00
55157,183281,AZU - 2849,AZUL,Regional,2016-03-15 06:53:00,2016-03-15 06:53:00,2016-03-15 08:15:00,2016-03-15 08:15:00,Confirmed,,SBCF,SBSP,-46.6565842,-23.6273246,-43.965396,-19.634099,0.0,0.0,522565.957300281,2849,AZU,2016-03-15 06:53:00
55188,183312,AZU - 2852,AZUL,Domestic,2016-03-15 22:37:00,2016-03-15 22:37:00,2016-03-15 23:49:00,2016-03-16 00:08:00,Confirmed,AIR TRAFFIC LIBERATION/ANTECIPATION,SBCG,SBCY,-56.1172687,-15.6530786,-54.6741233,-20.4686937,0.0,19.0,554449.044076708,2852,AZU,2016-03-15 22:37:00
55189,183313,AZU - 2852,AZUL,Domestic,2016-03-15 22:37:00,2016-03-20 22:28:00,2016-03-15 23:49:00,2016-03-20 23:35:00,Confirmed,ANTECIPATION,SBCG,SBCY,-56.1172687,-15.6530786,-54.6741233,-20.4686937,7191.0,7186.0,554449.044076708,2852,AZU,2016-03-15 22:37:00
55206,183330,AZU - 2852,AZUL,Regional,2016-03-15 20:26:00,2016-03-15 20:26:00,2016-03-15 22:00:00,2016-03-15 22:00:00,Confirmed,,SBCT,SBCG,-54.6741233,-20.4686937,-49.1724811,-25.5327132,0.0,0.0,795169.790942613,2852,AZU,2016-03-15 20:26:00
55209,183333,AZU - 2852,AZUL,Domestic,2016-03-15 18:31:00,2016-03-15 18:26:00,2016-03-15 19:41:00,2016-03-15 19:32:00,Confirmed,ANTECIPATION,SBPA,SBCT,-49.1724811,-25.5327132,-51.1753811,-29.9934732,-5.0,-9.0,532259.855202391,2852,AZU,2016-03-15 18:31:00
55223,183347,AZU - 2852,AZUL,Domestic,2016-03-15 20:26:00,2016-03-20 20:21:00,2016-03-15 22:00:00,2016-03-20 21:59:00,Confirmed,ANTECIPATION,SBCT,SBCG,-54.6741233,-20.4686937,-49.1724811,-25.5327132,7195.0,7199.0,795169.790942613,2852,AZU,2016-03-15 20:26:00
55241,183365,AZU - 2852,AZUL,Domestic,2016-03-15 18:31:00,2016-03-20 18:27:00,2016-03-15 19:41:00,2016-03-20 19:29:00,Confirmed,ANTECIPATION,SBPA,SBCT,-49.1724811,-25.5327132,-51.1753811,-29.9934732,7196.0,7188.0,532259.855202391,2852,AZU,2016-03-15 18:31:00
55267,183391,AZU - 2853,AZUL,Regional,2016-03-15 07:45:00,,2016-03-15 09:15:00,,Cancelled,CANCELLED FOR TECHNICAL REASONS,SBCG,SBCT,-49.1724811,-25.5327132,-54.6741233,-20.4686937,,,795169.790942613,2853,AZU,2016-03-15 07:45:00
55283,183407,AZU - 2853,AZUL,Regional,2016-03-15 06:05:00,,2016-03-15 07:10:00,,Cancelled,CANCELLED FOR TECHNICAL REASONS,SBCY,SBCG,-54.6741233,-20.4686937,-56.1172687,-15.6530786,,,554449.044076708,2853,AZU,2016-03-15 06:05:00
55344,183468,AZU - 2853,AZUL,Domestic,2016-03-15 09:54:00,2016-03-15 09:48:00,2016-03-15 11:10:00,2016-03-15 10:57:00,Confirmed,ANTECIPATION,SBCT,SBPA,-51.1753811,-29.9934732,-49.1724811,-25.5327132,-6.0,-13.0,532259.855202391,2853,AZU,2016-03-15 09:54:00
55357,183481,AZU - 2853,AZUL,Regional,2016-03-15 03:45:00,,2016-03-15 05:35:00,,Cancelled,AUTHORIZED (O),SBPV,SBCY,-56.1172687,-15.6530786,-63.89832,-8.7141702,,,1142479.84581179,2853,AZU,2016-03-15 03:45:00
55386,183510,AZU - 2858,AZUL,Domestic,2016-03-15 13:30:00,,2016-03-15 14:56:00,,Cancelled,AUTHORIZED (O),SBGR,SBVT,-40.2835346,-20.2576489,-46.478126,-23.4345529,,,730471.049361678,2858,AZU,2016-03-15 13:30:00
55399,183523,AZU - 2858,AZUL,Domestic,2016-03-15 13:30:00,2016-03-20 13:26:00,2016-03-15 14:56:00,2016-03-20 14:50:00,Confirmed,ANTECIPATION,SBGR,SBVT,-40.2835346,-20.2576489,-46.478126,-23.4345529,7196.0,7194.0,730471.049361678,2858,AZU,2016-03-15 13:30:00
55405,183529,AZU - 2859,AZUL,Domestic,2016-03-15 11:05:00,2016-03-20 10:55:00,2016-03-15 12:50:00,2016-03-20 12:20:00,Confirmed,ANTECIPATION,SBVT,SBGR,-46.478126,-23.4345529,-40.2835346,-20.2576489,7190.0,7170.0,730471.049361678,2859,AZU,2016-03-15 11:05:00
55429,183553,AZU - 2859,AZUL,Domestic,2016-03-15 11:05:00,,2016-03-15 12:50:00,,Cancelled,AUTHORIZED (O),SBVT,SBGR,-46.478126,-23.4345529,-40.2835346,-20.2576489,,,730471.049361678,2859,AZU,2016-03-15 11:05:00
55437,183561,AZU - 2860,AZUL,Domestic,2016-03-15 06:20:00,2016-03-15 06:13:00,2016-03-15 07:49:00,2016-03-15 07:28:00,Confirmed,ANTECIPATION,SBGR,SBVT,-40.2835346,-20.2576489,-46.478126,-23.4345529,-7.0,-21.0,730471.049361678,2860,AZU,2016-03-15 06:20:00
55473,183597,AZU - 2861,AZUL,Domestic,2016-03-15 08:51:00,2016-03-15 08:50:00,2016-03-15 10:35:00,2016-03-15 10:20:00,Confirmed,ANTECIPATION,SBVT,SBGR,-46.478126,-23.4345529,-40.2835346,-20.2576489,-1.0,-15.0,730471.049361678,2861,AZU,2016-03-15 08:51:00
55531,183655,AZU - 2863,AZUL,Domestic,2016-03-15 21:25:00,2016-03-15 21:12:00,2016-03-15 23:05:00,2016-03-15 22:34:00,Confirmed,ANTECIPATION,SBVT,SBGR,-46.478126,-23.4345529,-40.2835346,-20.2576489,-13.0,-31.0,730471.049361678,2863,AZU,2016-03-15 21:25:00
55547,183671,AZU - 2863,AZUL,Domestic,2016-03-15 21:25:00,2016-03-20 21:20:00,2016-03-15 23:05:00,2016-03-20 22:51:00,Confirmed,ANTECIPATION,SBVT,SBGR,-46.478126,-23.4345529,-40.2835346,-20.2576489,7195.0,7186.0,730471.049361678,2863,AZU,2016-03-15 21:25:00
55590,183714,AZU - 2870,AZUL,Domestic,2016-03-15 07:35:00,2016-03-15 07:31:00,2016-03-15 08:36:00,2016-03-15 08:20:00,Confirmed,ANTECIPATION,SBSP,SBCT,-49.1724811,-25.5327132,-46.6565842,-23.6273246,-4.0,-16.0,330868.227594499,2870,AZU,2016-03-15 07:35:00
55626,183750,AZU - 2872,AZUL,Domestic,2016-03-15 11:40:00,2016-03-15 11:35:00,2016-03-15 12:45:00,2016-03-15 12:30:00,Confirmed,ANTECIPATION,SBSP,SBCT,-49.1724811,-25.5327132,-46.6565842,-23.6273246,-5.0,-15.0,330868.227594499,2872,AZU,2016-03-15 11:40:00
55644,183768,AZU - 2873,AZUL,Domestic,2016-03-15 10:35:00,2016-03-15 10:33:00,2016-03-15 11:40:00,2016-03-15 11:25:00,Confirmed,ANTECIPATION,SBCT,SBSP,-46.6565842,-23.6273246,-49.1724811,-25.5327132,-2.0,-15.0,330868.227594499,2873,AZU,2016-03-15 10:35:00
55648,183772,AZU - 2873,AZUL,Domestic,2016-03-15 10:35:00,2016-03-20 10:34:00,2016-03-15 11:40:00,2016-03-20 11:30:00,Confirmed,ANTECIPATION,SBCT,SBSP,-46.6565842,-23.6273246,-49.1724811,-25.5327132,7199.0,7190.0,330868.227594499,2873,AZU,2016-03-15 10:35:00
55675,183799,AZU - 2874,AZUL,Domestic,2016-03-15 16:40:00,2016-03-15 16:34:00,2016-03-15 17:43:00,2016-03-15 17:33:00,Confirmed,ANTECIPATION,SBSP,SBCT,-49.1724811,-25.5327132,-46.6565842,-23.6273246,-6.0,-10.0,330868.227594499,2874,AZU,2016-03-15 16:40:00
55681,183805,AZU - 2874,AZUL,Domestic,2016-03-15 16:40:00,2016-03-20 16:34:00,2016-03-15 17:43:00,2016-03-20 17:38:00,Confirmed,ANTECIPATION,SBSP,SBCT,-49.1724811,-25.5327132,-46.6565842,-23.6273246,7194.0,7195.0,330868.227594499,2874,AZU,2016-03-15 16:40:00
55689,183813,AZU - 2876,AZUL,Domestic,2016-03-15 19:30:00,2016-03-15 19:24:00,2016-03-15 20:28:00,2016-03-15 20:26:00,Confirmed,ANTECIPATION,SBSP,SBCT,-49.1724811,-25.5327132,-46.6565842,-23.6273246,-6.0,-2.0,330868.227594499,2876,AZU,2016-03-15 19:30:00
55703,183827,AZU - 2877,AZUL,Domestic,2016-03-15 18:30:00,2016-03-20 18:19:00,2016-03-15 19:45:00,2016-03-20 19:17:00,Confirmed,ANTECIPATION,SBCT,SBSP,-46.6565842,-23.6273246,-49.1724811,-25.5327132,7189.0,7172.0,330868.227594499,2877,AZU,2016-03-15 18:30:00
55717,183841,AZU - 2877,AZUL,Domestic,2016-03-15 18:30:00,2016-03-15 18:17:00,2016-03-15 19:45:00,2016-03-15 19:21:00,Confirmed,ANTECIPATION,SBCT,SBSP,-46.6565842,-23.6273246,-49.1724811,-25.5327132,-13.0,-24.0,330868.227594499,2877,AZU,2016-03-15 18:30:00
55732,183856,AZU - 2880,AZUL,Regional,2016-03-15 20:50:00,,2016-03-15 22:41:00,,Cancelled,AUTHORIZED (O),SBGR,SBBR,-47.9172348,-15.8697369,-46.478126,-23.4345529,,,850899.239276595,2880,AZU,2016-03-15 20:50:00
55738,183862,AZU - 2880,AZUL,Domestic,2016-03-15 18:02:00,2016-03-15 17:46:00,2016-03-15 19:45:00,2016-03-15 19:34:00,Confirmed,ANTECIPATION,SBPA,SBGR,-46.478126,-23.4345529,-51.1753811,-29.9934732,-16.0,-11.0,863799.353021452,2880,AZU,2016-03-15 18:02:00
55759,183883,AZU - 2881,AZUL,Domestic,2016-03-15 08:40:00,2016-03-15 08:33:00,2016-03-15 10:31:00,2016-03-15 10:13:00,Confirmed,ANTECIPATION,SBGR,SBPA,-51.1753811,-29.9934732,-46.478126,-23.4345529,-7.0,-18.0,863799.353021452,2881,AZU,2016-03-15 08:40:00
55791,183915,AZU - 2881,AZUL,Domestic,2016-03-15 06:24:00,2016-03-15 06:11:00,2016-03-15 08:15:00,2016-03-15 08:04:00,Confirmed,ANTECIPATION,SBBR,SBGR,-46.478126,-23.4345529,-47.9172348,-15.8697369,-13.0,-11.0,850899.239276595,2881,AZU,2016-03-15 06:24:00
55815,183939,AZU - 2882,AZUL,Domestic,2016-03-15 15:08:00,2016-03-15 15:16:00,2016-03-15 16:55:00,2016-03-15 16:50:00,Confirmed,ANTECIPATION,SBPA,SBGR,-46.478126,-23.4345529,-51.1753811,-29.9934732,8.0,-5.0,863799.353021452,2882,AZU,2016-03-15 15:08:00
55816,183940,AZU - 2882,AZUL,Regional,2016-03-15 17:30:00,2016-03-15 17:30:00,2016-03-15 18:58:00,2016-03-15 18:58:00,Confirmed,,SBGR,SBVT,-40.2835346,-20.2576489,-46.478126,-23.4345529,0.0,0.0,730471.049361678,2882,AZU,2016-03-15 17:30:00
55835,183959,AZU - 2892,AZUL,Domestic,2016-03-15 05:20:00,2016-03-15 05:09:00,2016-03-15 06:50:00,2016-03-15 06:39:00,Confirmed,ANTECIPATION,SBTE,SBFZ,-38.5330966,-3.7771555,-42.8211703,-5.0635434,-11.0,-11.0,496728.934810418,2892,AZU,2016-03-15 05:20:00
55853,183977,AZU - 2892,AZUL,Domestic,2016-03-15 09:40:00,2016-03-15 09:35:00,2016-03-15 11:00:00,2016-03-15 10:56:00,Confirmed,ANTECIPATION,SBSL,SBIZ,-47.4560696,-5.5316945,-44.2348802,-2.5849927,-5.0,-4.0,483826.47737463,2892,AZU,2016-03-15 09:40:00
55926,184050,AZU - 2892,AZUL,Domestic,2016-03-15 11:25:00,2016-03-15 11:19:00,2016-03-15 12:46:00,2016-03-15 12:40:00,Confirmed,ANTECIPATION,SBIZ,SBBE,-48.4775227,-1.3820615,-47.4560696,-5.5316945,-6.0,-6.0,472684.75053603,2892,AZU,2016-03-15 11:25:00
55931,184055,AZU - 2892,AZUL,Domestic,2016-03-15 07:25:00,2016-03-15 07:17:00,2016-03-15 09:10:00,2016-03-15 09:01:00,Confirmed,ANTECIPATION,SBFZ,SBSL,-44.2348802,-2.5849927,-38.5330966,-3.7771555,-8.0,-9.0,647301.67568292,2892,AZU,2016-03-15 07:25:00
55954,184078,AZU - 2893,AZUL,Regional,2016-03-15 23:35:00,2016-03-15 23:35:00,2016-03-16 01:08:00,2016-03-16 01:08:00,Confirmed,,SBFZ,SBTE,-42.8211703,-5.0635434,-38.5330966,-3.7771555,0.0,0.0,496728.934810418,2893,AZU,2016-03-15 23:35:00
55960,184084,AZU - 2893,AZUL,Domestic,2016-03-15 19:20:00,2016-03-20 19:09:00,2016-03-15 20:45:00,2016-03-20 20:45:00,Confirmed,ANTECIPATION,SBIZ,SBSL,-44.2348802,-2.5849927,-47.4560696,-5.5316945,7189.0,7200.0,483826.47737463,2893,AZU,2016-03-15 19:20:00
55963,184087,AZU - 2893,AZUL,Domestic,2016-03-15 23:35:00,2016-03-20 23:33:00,2016-03-16 01:08:00,2016-03-21 01:02:00,Confirmed,ANTECIPATION,SBFZ,SBTE,-42.8211703,-5.0635434,-38.5330966,-3.7771555,7198.0,7194.0,496728.934810418,2893,AZU,2016-03-15 23:35:00
55973,184097,AZU - 2893,AZUL,Domestic,2016-03-15 19:20:00,2016-03-15 19:18:00,2016-03-15 20:45:00,2016-03-15 20:44:00,Confirmed,ANTECIPATION,SBIZ,SBSL,-44.2348802,-2.5849927,-47.4560696,-5.5316945,-2.0,-1.0,483826.47737463,2893,AZU,2016-03-15 19:20:00
56011,184135,AZU - 2893,AZUL,Regional,2016-03-15 17:27:00,2016-03-15 17:27:00,2016-03-15 18:55:00,2016-03-15 18:55:00,Confirmed,,SBBE,SBIZ,-47.4560696,-5.5316945,-48.4775227,-1.3820615,0.0,0.0,472684.75053603,2893,AZU,2016-03-15 17:27:00
56014,184138,AZU - 2893,AZUL,Domestic,2016-03-15 17:27:00,2016-03-20 17:14:00,2016-03-15 18:55:00,2016-03-20 18:40:00,Confirmed,ANTECIPATION,SBBE,SBIZ,-47.4560696,-5.5316945,-48.4775227,-1.3820615,7187.0,7185.0,472684.75053603,2893,AZU,2016-03-15 17:27:00
56020,184144,AZU - 2893,AZUL,Domestic,2016-03-15 21:15:00,2016-03-20 21:12:00,2016-03-15 23:06:00,2016-03-20 23:00:00,Confirmed,ANTECIPATION,SBSL,SBFZ,-38.5330966,-3.7771555,-44.2348802,-2.5849927,7197.0,7194.0,647301.67568292,2893,AZU,2016-03-15 21:15:00
56022,184146,AZU - 2893,AZUL,Domestic,2016-03-15 21:15:00,2016-03-15 21:12:00,2016-03-15 23:06:00,2016-03-15 23:01:00,Confirmed,ANTECIPATION,SBSL,SBFZ,-38.5330966,-3.7771555,-44.2348802,-2.5849927,-3.0,-5.0,647301.67568292,2893,AZU,2016-03-15 21:15:00
56062,184186,AZU - 2906,AZUL,Domestic,2016-03-15 18:04:00,2016-03-15 18:04:00,2016-03-15 19:30:00,2016-03-15 19:26:00,Confirmed,ANTECIPATION,SBKP,SBFL,-48.5459657,-27.670118,-47.1375685,-23.008205,0.0,-4.0,535531.106814531,2906,AZU,2016-03-15 18:04:00
56084,184208,AZU - 2906,AZUL,Domestic,2016-03-15 18:04:00,2016-03-20 18:02:00,2016-03-15 19:30:00,2016-03-20 19:13:00,Confirmed,ANTECIPATION,SBKP,SBFL,-48.5459657,-27.670118,-47.1375685,-23.008205,7198.0,7183.0,535531.106814531,2906,AZU,2016-03-15 18:04:00
56094,184218,AZU - 2907,AZUL,Domestic,2016-03-15 18:45:00,2016-03-15 18:40:00,2016-03-15 20:24:00,2016-03-15 20:21:00,Confirmed,ANTECIPATION,SBCF,SBCT,-49.1724811,-25.5327132,-43.965396,-19.634099,-5.0,-3.0,844387.775895209,2907,AZU,2016-03-15 18:45:00
56095,184219,AZU - 2907,AZUL,Domestic,2016-03-15 18:45:00,2016-03-20 18:41:00,2016-03-15 20:24:00,2016-03-20 20:12:00,Confirmed,ANTECIPATION,SBCF,SBCT,-49.1724811,-25.5327132,-43.965396,-19.634099,7196.0,7188.0,844387.775895209,2907,AZU,2016-03-15 18:45:00
56155,184279,AZU - 2916,AZUL,Domestic,2016-03-15 20:00:00,2016-03-15 19:50:00,2016-03-15 21:44:00,2016-03-15 21:17:00,Confirmed,ANTECIPATION,SBSP,SBPA,-51.1753811,-29.9934732,-46.6565842,-23.6273246,-10.0,-27.0,836065.53407266,2916,AZU,2016-03-15 20:00:00
56159,184283,AZU - 2916,AZUL,Domestic,2016-03-15 20:00:00,2016-03-20 19:49:00,2016-03-15 21:44:00,2016-03-20 21:36:00,Confirmed,ANTECIPATION,SBSP,SBPA,-51.1753811,-29.9934732,-46.6565842,-23.6273246,7189.0,7192.0,836065.53407266,2916,AZU,2016-03-15 20:00:00
56220,184344,AZU - 2930,AZUL,Regional,2016-03-15 13:24:00,2016-03-15 13:24:00,2016-03-15 15:00:00,2016-03-15 15:00:00,Confirmed,,SBRF,SBJU,-39.2722291,-7.2150972,-34.9240154,-8.1259315,0.0,0.0,490192.772232075,2930,AZU,2016-03-15 13:24:00
56230,184354,AZU - 2931,AZUL,Domestic,2016-03-15 15:25:00,2016-03-20 15:21:00,2016-03-15 16:52:00,2016-03-20 16:47:00,Confirmed,ANTECIPATION,SBJU,SBRF,-34.9240154,-8.1259315,-39.2722291,-7.2150972,7196.0,7195.0,490192.772232075,2931,AZU,2016-03-15 15:25:00
56234,184358,AZU - 2931,AZUL,Regional,2016-03-15 15:25:00,2016-03-15 15:25:00,2016-03-15 16:52:00,2016-03-15 16:52:00,Confirmed,,SBJU,SBRF,-34.9240154,-8.1259315,-39.2722291,-7.2150972,0.0,0.0,490192.772232075,2931,AZU,2016-03-15 15:25:00
56283,184407,AZU - 2938,AZUL,Regional,2016-03-15 06:10:00,2016-03-15 06:10:00,2016-03-15 07:21:00,2016-03-15 07:21:00,Confirmed,,SBSP,SBCF,-43.965396,-19.634099,-46.6565842,-23.6273246,0.0,0.0,522565.957300281,2938,AZU,2016-03-15 06:10:00
56313,184437,AZU - 2940,AZUL,Domestic,2016-03-15 20:25:00,2016-03-15 20:17:00,2016-03-15 21:48:00,2016-03-15 21:41:00,Confirmed,ANTECIPATION,SBSP,SBCF,-43.965396,-19.634099,-46.6565842,-23.6273246,-8.0,-7.0,522565.957300281,2940,AZU,2016-03-15 20:25:00
56316,184440,AZU - 2940,AZUL,Domestic,2016-03-15 20:25:00,2016-03-20 20:17:00,2016-03-15 21:48:00,2016-03-20 21:31:00,Confirmed,ANTECIPATION,SBSP,SBCF,-43.965396,-19.634099,-46.6565842,-23.6273246,7192.0,7183.0,522565.957300281,2940,AZU,2016-03-15 20:25:00
56400,184524,AZU - 2963,AZUL,Domestic,2016-03-15 13:52:00,2016-03-15 13:48:00,2016-03-15 14:57:00,2016-03-15 14:53:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,-4.0,-4.0,497820.275840809,2963,AZU,2016-03-15 13:52:00
56437,184561,AZU - 2974,AZUL,Regional,2016-03-15 13:32:00,,2016-03-15 14:58:00,,Cancelled,AUTHORIZED (O),SBCT,SBRJ,-43.1648755,-22.9111438,-49.1724811,-25.5327132,,,675673.847647379,2974,AZU,2016-03-15 13:32:00
56446,184570,AZU - 2974,AZUL,Domestic,2016-03-15 13:32:00,2016-03-20 13:27:00,2016-03-15 14:58:00,2016-03-20 14:43:00,Confirmed,ANTECIPATION,SBCT,SBRJ,-43.1648755,-22.9111438,-49.1724811,-25.5327132,7195.0,7185.0,675673.847647379,2974,AZU,2016-03-15 13:32:00
56465,184589,AZU - 2975,AZUL,Domestic,2016-03-15 14:28:00,2016-03-20 14:26:00,2016-03-15 15:58:00,2016-03-20 15:52:00,Confirmed,ANTECIPATION,SBRJ,SBCT,-49.1724811,-25.5327132,-43.1648755,-22.9111438,7198.0,7194.0,675673.847647379,2975,AZU,2016-03-15 14:28:00
56469,184593,AZU - 2975,AZUL,Regional,2016-03-15 14:28:00,,2016-03-15 15:58:00,,Cancelled,AUTHORIZED (O),SBRJ,SBCT,-49.1724811,-25.5327132,-43.1648755,-22.9111438,,,675673.847647379,2975,AZU,2016-03-15 14:28:00
56503,184627,AZU - 2978,AZUL,Domestic,2016-03-15 09:31:00,2016-03-15 09:31:00,2016-03-15 10:45:00,2016-03-15 10:45:00,Confirmed,,SBKP,SBFL,-48.5459657,-27.670118,-47.1375685,-23.008205,0.0,0.0,535531.106814531,2978,AZU,2016-03-15 09:31:00
56531,184655,AZU - 2979,AZUL,Domestic,2016-03-15 20:00:00,2016-03-20 19:46:00,2016-03-15 21:11:00,2016-03-20 20:58:00,Confirmed,ANTECIPATION,SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,7186.0,7187.0,535531.106814531,2979,AZU,2016-03-15 20:00:00
56532,184656,AZU - 2979,AZUL,Domestic,2016-03-15 20:00:00,2016-03-15 19:56:00,2016-03-15 21:11:00,2016-03-15 21:07:00,Confirmed,ANTECIPATION,SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,-4.0,-4.0,535531.106814531,2979,AZU,2016-03-15 20:00:00
56629,184753,AZU - 4000,AZUL,Domestic,2016-03-15 08:08:00,2016-03-15 08:05:00,2016-03-15 09:22:00,2016-03-15 09:03:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,-3.0,-19.0,407540.725268162,4000,AZU,2016-03-15 08:08:00
56661,184785,AZU - 4001,AZUL,Domestic,2016-03-15 09:52:00,2016-03-15 09:47:00,2016-03-15 11:04:00,2016-03-15 10:55:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-5.0,-9.0,407540.725268162,4001,AZU,2016-03-15 09:52:00
56712,184836,AZU - 4002,AZUL,Domestic,2016-03-15 13:50:00,,2016-03-15 14:56:00,,Cancelled,AUTHORIZED (O),SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,,,407540.725268162,4002,AZU,2016-03-15 13:50:00
56713,184837,AZU - 4002,AZUL,Domestic,2016-03-15 15:35:00,,2016-03-15 16:45:00,,Cancelled,AUTHORIZED (O),SBRJ,SBVT,-40.2835346,-20.2576489,-43.1648755,-22.9111438,,,418730.58349907,4002,AZU,2016-03-15 15:35:00
56741,184865,AZU - 4004,AZUL,Domestic,2016-03-15 07:30:00,2016-03-15 07:30:00,2016-03-15 08:35:00,2016-03-15 08:25:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,0.0,-10.0,407540.725268162,4004,AZU,2016-03-15 07:30:00
56760,184884,AZU - 4005,AZUL,Domestic,2016-03-15 09:06:00,,2016-03-15 10:21:00,,Cancelled,AUTHORIZED (O),SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,,,407540.725268162,4005,AZU,2016-03-15 09:06:00
56775,184899,AZU - 4006,AZUL,Domestic,2016-03-15 10:57:00,,2016-03-15 12:06:00,,Cancelled,AUTHORIZED (O),SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,,,407540.725268162,4006,AZU,2016-03-15 10:57:00
56801,184925,AZU - 4007,AZUL,Domestic,2016-03-15 12:54:00,2016-03-20 12:46:00,2016-03-15 14:07:00,2016-03-20 13:52:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,7192.0,7185.0,407540.725268162,4007,AZU,2016-03-15 12:54:00
56811,184935,AZU - 4007,AZUL,Domestic,2016-03-15 12:54:00,2016-03-15 12:49:00,2016-03-15 14:07:00,2016-03-15 13:52:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-5.0,-15.0,407540.725268162,4007,AZU,2016-03-15 12:54:00
56867,184991,AZU - 4008,AZUL,Domestic,2016-03-15 08:22:00,2016-03-15 08:26:00,2016-03-15 10:10:00,2016-03-15 10:09:00,Confirmed,ANTECIPATION,SBKP,SBCG,-54.6741233,-20.4686937,-47.1375685,-23.008205,4.0,-1.0,828656.367350899,4008,AZU,2016-03-15 08:22:00
56872,184996,AZU - 4008,AZUL,Domestic,2016-03-15 06:08:00,2016-03-15 06:08:00,2016-03-15 07:18:00,2016-03-15 07:16:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,0.0,-2.0,407540.725268162,4008,AZU,2016-03-15 06:08:00
56891,185015,AZU - 4009,AZUL,Domestic,2016-03-15 08:00:00,2016-03-15 07:51:00,2016-03-15 09:02:00,2016-03-15 08:39:00,Confirmed,ANTECIPATION,SBCP,SBRJ,-43.1648755,-22.9111438,-41.3081837,-21.7011171,-9.0,-23.0,233562.513956914,4009,AZU,2016-03-15 08:00:00
56906,185030,AZU - 4010,AZUL,Domestic,2016-03-15 06:44:00,2016-03-15 06:36:00,2016-03-15 07:52:00,2016-03-15 07:31:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,-8.0,-21.0,407540.725268162,4010,AZU,2016-03-15 06:44:00
56935,185059,AZU - 4010,AZUL,Domestic,2016-03-15 02:04:00,2016-03-15 01:52:00,2016-03-15 05:44:00,2016-03-15 05:27:00,Confirmed,ANTECIPATION,SBEG,SBKP,-47.1375685,-23.008205,-60.0463249,-3.0358474,-12.0,-17.0,2611579.96262284,4010,AZU,2016-03-15 02:04:00
56947,185071,AZU - 4011,AZUL,Domestic,2016-03-15 07:28:00,2016-03-15 07:25:00,2016-03-15 08:38:00,2016-03-15 08:34:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-3.0,-4.0,407540.725268162,4011,AZU,2016-03-15 07:28:00
