,Unnamed: 0,Flight.No,Airline,Flight.Type,Scheduled.Departure,Departure,Scheduled.Arrival,Arrival,Flight.Status,Justification,Airport.From,Airport.To,Longitude.To,Latitude.To,Longitude.From,Latitude.From,Departure.Delay,Arrival.Delay,Distance.In.Meters,Flight.No2,AirLine.Code,Departure_Date
57005,185129,AZU - 4012,AZUL,Domestic,2016-03-15 07:50:00,2016-03-15 07:44:00,2016-03-15 09:06:00,2016-03-15 08:47:00,Confirmed,ANTECIPATION,SBNF,SBKP,-47.1375685,-23.008205,-48.6490867,-26.8805344,-6.0,-19.0,455285.252141847,4012,AZU,2016-03-15 07:50:00
57009,185133,AZU - 4012,AZUL,Domestic,2016-03-15 09:49:00,2016-03-15 09:49:00,2016-03-15 10:53:00,2016-03-15 10:48:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,0.0,-5.0,407540.725268162,4012,AZU,2016-03-15 09:49:00
57016,185140,AZU - 4013,AZUL,Domestic,2016-03-15 08:23:00,2016-03-15 08:14:00,2016-03-15 09:39:00,2016-03-15 09:21:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-9.0,-18.0,407540.725268162,4013,AZU,2016-03-15 08:23:00
57046,185170,AZU - 4014,AZUL,Domestic,2016-03-15 09:24:00,2016-03-15 11:30:00,2016-03-15 10:25:00,2016-03-15 12:23:00,Confirmed,AIRPLANE FAULT,SBRJ,SBCP,-41.3081837,-21.7011171,-43.1648755,-22.9111438,126.0,118.0,233562.513956914,4014,AZU,2016-03-15 09:24:00
57066,185190,AZU - 4015,AZUL,Domestic,2016-03-15 11:26:00,2016-03-20 11:24:00,2016-03-15 12:40:00,2016-03-20 12:30:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,7198.0,7190.0,407540.725268162,4015,AZU,2016-03-15 11:26:00
57076,185200,AZU - 4015,AZUL,Domestic,2016-03-15 11:26:00,2016-03-15 11:24:00,2016-03-15 12:40:00,2016-03-15 12:30:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-2.0,-10.0,407540.725268162,4015,AZU,2016-03-15 11:26:00
57104,185228,AZU - 4015,AZUL,Domestic,2016-03-15 13:10:00,2016-03-20 13:04:00,2016-03-15 14:50:00,2016-03-20 14:35:00,Confirmed,ANTECIPATION,SBKP,SBCG,-54.6741233,-20.4686937,-47.1375685,-23.008205,7194.0,7185.0,828656.367350899,4015,AZU,2016-03-15 13:10:00
57114,185238,AZU - 4015,AZUL,Domestic,2016-03-15 13:10:00,2016-03-15 13:03:00,2016-03-15 14:50:00,2016-03-15 14:42:00,Confirmed,ANTECIPATION,SBKP,SBCG,-54.6741233,-20.4686937,-47.1375685,-23.008205,-7.0,-8.0,828656.367350899,4015,AZU,2016-03-15 13:10:00
57129,185253,AZU - 4016,AZUL,Domestic,2016-03-15 15:45:00,2016-03-15 15:36:00,2016-03-15 16:56:00,2016-03-15 16:35:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,-9.0,-21.0,407540.725268162,4016,AZU,2016-03-15 15:45:00
57159,185283,AZU - 4017,AZUL,Domestic,2016-03-15 16:10:00,2016-03-15 16:10:00,2016-03-15 17:17:00,2016-03-15 17:17:00,Confirmed,,SBKP,SBCT,-49.1724811,-25.5327132,-47.1375685,-23.008205,0.0,0.0,347660.505950427,4017,AZU,2016-03-15 16:10:00
57179,185303,AZU - 4017,AZUL,Domestic,2016-03-15 14:33:00,2016-03-15 14:56:00,2016-03-15 15:39:00,2016-03-15 15:57:00,Confirmed,AIRPLANE CONECTION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,23.0,18.0,407540.725268162,4017,AZU,2016-03-15 14:33:00
57202,185326,AZU - 4018,AZUL,Domestic,2016-03-15 18:00:00,2016-03-20 17:55:00,2016-03-15 19:17:00,2016-03-20 19:04:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,7195.0,7187.0,407540.725268162,4018,AZU,2016-03-15 18:00:00
57206,185330,AZU - 4018,AZUL,Domestic,2016-03-15 18:00:00,2016-03-15 17:55:00,2016-03-15 19:17:00,2016-03-15 18:50:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,-5.0,-27.0,407540.725268162,4018,AZU,2016-03-15 18:00:00
57234,185358,AZU - 4019,AZUL,Domestic,2016-03-15 18:04:00,2016-03-15 18:04:00,2016-03-15 19:14:00,2016-03-15 19:14:00,Confirmed,,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,0.0,0.0,407540.725268162,4019,AZU,2016-03-15 18:04:00
57246,185370,AZU - 4020,AZUL,Domestic,2016-03-15 17:47:00,2016-03-20 17:43:00,2016-03-15 18:52:00,2016-03-20 18:48:00,Confirmed,ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,7196.0,7196.0,347660.505950427,4020,AZU,2016-03-15 17:47:00
57254,185378,AZU - 4020,AZUL,Domestic,2016-03-15 17:47:00,2016-03-15 17:47:00,2016-03-15 18:52:00,2016-03-15 18:52:00,Confirmed,,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,0.0,0.0,347660.505950427,4020,AZU,2016-03-15 17:47:00
57267,185391,AZU - 4021,AZUL,Domestic,2016-03-15 19:06:00,2016-03-15 19:00:00,2016-03-15 20:21:00,2016-03-15 20:06:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-6.0,-15.0,407540.725268162,4021,AZU,2016-03-15 19:06:00
57271,185395,AZU - 4021,AZUL,Domestic,2016-03-15 19:06:00,2016-03-20 18:54:00,2016-03-15 20:21:00,2016-03-20 19:56:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,7188.0,7175.0,407540.725268162,4021,AZU,2016-03-15 19:06:00
57300,185424,AZU - 4022,AZUL,Domestic,2016-03-15 21:22:00,2016-03-15 21:22:00,2016-03-15 22:25:00,2016-03-15 22:25:00,Confirmed,,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,0.0,0.0,407540.725268162,4022,AZU,2016-03-15 21:22:00
57331,185455,AZU - 4022,AZUL,Domestic,2016-03-15 19:03:00,2016-03-20 18:55:00,2016-03-15 20:36:00,2016-03-20 20:21:00,Confirmed,ANTECIPATION,SBCG,SBKP,-47.1375685,-23.008205,-54.6741233,-20.4686937,7192.0,7185.0,828656.367350899,4022,AZU,2016-03-15 19:03:00
57338,185462,AZU - 4022,AZUL,Domestic,2016-03-15 19:03:00,2016-03-15 19:00:00,2016-03-15 20:36:00,2016-03-15 20:29:00,Confirmed,ANTECIPATION,SBCG,SBKP,-47.1375685,-23.008205,-54.6741233,-20.4686937,-3.0,-7.0,828656.367350899,4022,AZU,2016-03-15 19:03:00
57347,185471,AZU - 4023,AZUL,Domestic,2016-03-15 21:22:00,2016-03-15 21:08:00,2016-03-15 22:24:00,2016-03-15 22:18:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-14.0,-6.0,407540.725268162,4023,AZU,2016-03-15 21:22:00
57367,185491,AZU - 4023,AZUL,Domestic,2016-03-15 21:22:00,2016-03-20 21:18:00,2016-03-15 22:24:00,2016-03-20 22:18:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,7196.0,7194.0,407540.725268162,4023,AZU,2016-03-15 21:22:00
57397,185521,AZU - 4027,AZUL,Domestic,2016-03-15 20:54:00,2016-03-20 20:39:00,2016-03-15 22:02:00,2016-03-20 21:36:00,Confirmed,ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,7185.0,7174.0,347660.505950427,4027,AZU,2016-03-15 20:54:00
57403,185527,AZU - 4027,AZUL,Domestic,2016-03-15 20:54:00,2016-03-15 20:46:00,2016-03-15 22:02:00,2016-03-15 21:51:00,Confirmed,ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,-8.0,-11.0,347660.505950427,4027,AZU,2016-03-15 20:54:00
57425,185549,AZU - 4030,AZUL,Domestic,2016-03-15 21:52:00,2016-03-15 21:52:00,2016-03-15 23:30:00,2016-03-15 23:30:00,Confirmed,,SBKP,SBCG,-54.6741233,-20.4686937,-47.1375685,-23.008205,0.0,0.0,828656.367350899,4030,AZU,2016-03-15 21:52:00
57461,185585,AZU - 4031,AZUL,Domestic,2016-03-15 06:18:00,2016-03-15 06:47:00,2016-03-15 08:04:00,2016-03-15 08:33:00,Confirmed,SECURITY/PASSENGER/CARGO/ALARM,SBKP,SBPA,-51.1753811,-29.9934732,-47.1375685,-23.008205,29.0,29.0,872154.253018876,4031,AZU,2016-03-15 06:18:00
57487,185611,AZU - 4031,AZUL,Domestic,2016-03-15 03:55:00,2016-03-15 03:41:00,2016-03-15 05:24:00,2016-03-15 05:14:00,Confirmed,ANTECIPATION,SBCG,SBKP,-47.1375685,-23.008205,-54.6741233,-20.4686937,-14.0,-10.0,828656.367350899,4031,AZU,2016-03-15 03:55:00
57515,185639,AZU - 4032,AZUL,Domestic,2016-03-15 14:49:00,2016-03-15 14:40:00,2016-03-15 15:51:00,2016-03-15 15:43:00,Confirmed,ANTECIPATION,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,-9.0,-8.0,407540.725268162,4032,AZU,2016-03-15 14:49:00
57538,185662,AZU - 4033,AZUL,Domestic,2016-03-15 17:17:00,2016-03-15 17:14:00,2016-03-15 18:33:00,2016-03-15 18:22:00,Confirmed,ANTECIPATION,SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,-3.0,-11.0,407540.725268162,4033,AZU,2016-03-15 17:17:00
57573,185697,AZU - 4035,AZUL,Domestic,2016-03-15 12:20:00,,2016-03-15 13:21:00,,Cancelled,AUTHORIZED (O),SBCP,SBRJ,-43.1648755,-22.9111438,-41.3081837,-21.7011171,,,233562.513956914,4035,AZU,2016-03-15 12:20:00
57615,185739,AZU - 4039,AZUL,Domestic,2016-03-15 13:58:00,,2016-03-15 15:00:00,,Cancelled,AUTHORIZED (O),SBRJ,SBCP,-41.3081837,-21.7011171,-43.1648755,-22.9111438,,,233562.513956914,4039,AZU,2016-03-15 13:58:00
57631,185755,AZU - 4040,AZUL,Domestic,2016-03-15 07:17:00,2016-03-15 07:12:00,2016-03-15 08:41:00,2016-03-15 08:32:00,Confirmed,ANTECIPATION,SBCF,SBBR,-47.9172348,-15.8697369,-43.965396,-19.634099,-5.0,-9.0,590879.484403859,4040,AZU,2016-03-15 07:17:00
57659,185783,AZU - 4041,AZUL,Domestic,2016-03-15 07:54:00,2016-03-15 07:54:00,2016-03-15 09:09:00,2016-03-15 09:08:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,0.0,-1.0,497820.275840809,4041,AZU,2016-03-15 07:54:00
57678,185802,AZU - 4042,AZUL,Domestic,2016-03-15 09:35:00,2016-03-15 09:34:00,2016-03-15 10:43:00,2016-03-15 10:36:00,Confirmed,ANTECIPATION,SBNF,SBKP,-47.1375685,-23.008205,-48.6490867,-26.8805344,-1.0,-7.0,455285.252141847,4042,AZU,2016-03-15 09:35:00
57696,185820,AZU - 4043,AZUL,Domestic,2016-03-15 11:20:00,2016-03-15 11:19:00,2016-03-15 12:34:00,2016-03-15 12:29:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,-1.0,-5.0,497820.275840809,4043,AZU,2016-03-15 11:20:00
57714,185838,AZU - 4044,AZUL,Domestic,2016-03-15 13:42:00,2016-03-20 13:39:00,2016-03-15 15:02:00,2016-03-20 14:53:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,7197.0,7191.0,497820.275840809,4044,AZU,2016-03-15 13:42:00
57721,185845,AZU - 4044,AZUL,Domestic,2016-03-15 13:42:00,2016-03-15 13:38:00,2016-03-15 15:02:00,2016-03-15 14:48:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,-4.0,-14.0,497820.275840809,4044,AZU,2016-03-15 13:42:00
57748,185872,AZU - 4046,AZUL,Domestic,2016-03-15 18:06:00,2016-03-15 18:06:00,2016-03-15 19:16:00,2016-03-15 19:16:00,Confirmed,,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,0.0,0.0,497820.275840809,4046,AZU,2016-03-15 18:06:00
57775,185899,AZU - 4047,AZUL,Domestic,2016-03-15 19:47:00,2016-03-15 19:46:00,2016-03-15 21:05:00,2016-03-15 20:58:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,-1.0,-7.0,497820.275840809,4047,AZU,2016-03-15 19:47:00
57777,185901,AZU - 4047,AZUL,Domestic,2016-03-15 19:47:00,2016-03-20 20:03:00,2016-03-15 21:05:00,2016-03-20 21:10:00,Confirmed,CONECTION - FLIGHT CANCELLED - AIPORT NOT OPERATING,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,7216.0,7205.0,497820.275840809,4047,AZU,2016-03-15 19:47:00
57798,185922,AZU - 4048,AZUL,Domestic,2016-03-15 11:48:00,2016-03-15 11:44:00,2016-03-15 13:03:00,2016-03-15 12:50:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,-4.0,-13.0,497820.275840809,4048,AZU,2016-03-15 11:48:00
57825,185949,AZU - 4049,AZUL,Domestic,2016-03-15 13:05:00,2016-03-15 12:53:00,2016-03-15 14:10:00,2016-03-15 13:54:00,Confirmed,ANTECIPATION,SBNF,SBPA,-51.1753811,-29.9934732,-48.6490867,-26.8805344,-12.0,-16.0,424545.83865948,4049,AZU,2016-03-15 13:05:00
57846,185970,AZU - 4049,AZUL,Domestic,2016-03-15 11:20:00,,2016-03-15 12:35:00,,Cancelled,AUTHORIZED (O),SBKP,SBNF,-48.6490867,-26.8805344,-47.1375685,-23.008205,,,455285.252141847,4049,AZU,2016-03-15 11:20:00
57882,186006,AZU - 4050,AZUL,Domestic,2016-03-15 05:58:00,2016-03-15 05:53:00,2016-03-15 07:15:00,2016-03-15 07:08:00,Confirmed,ANTECIPATION,SBKP,SBFL,-48.5459657,-27.670118,-47.1375685,-23.008205,-5.0,-7.0,535531.106814531,4050,AZU,2016-03-15 05:58:00
57924,186048,AZU - 4054,AZUL,Domestic,2016-03-15 22:36:00,2016-03-20 22:32:00,2016-03-16 00:17:00,2016-03-21 00:13:00,Confirmed,ANTECIPATION,SBKP,SBBR,-47.9172348,-15.8697369,-47.1375685,-23.008205,7196.0,7196.0,794440.405984374,4054,AZU,2016-03-15 22:36:00
57925,186049,AZU - 4054,AZUL,Domestic,2016-03-15 22:36:00,2016-03-15 22:34:00,2016-03-16 00:17:00,2016-03-16 00:16:00,Confirmed,ANTECIPATION,SBKP,SBBR,-47.9172348,-15.8697369,-47.1375685,-23.008205,-2.0,-1.0,794440.405984374,4054,AZU,2016-03-15 22:36:00
57952,186076,AZU - 4055,AZUL,Domestic,2016-03-15 10:40:00,2016-03-15 10:40:00,2016-03-15 12:10:00,2016-03-15 12:06:00,Confirmed,ANTECIPATION,SBCG,SBKP,-47.1375685,-23.008205,-54.6741233,-20.4686937,0.0,-4.0,828656.367350899,4055,AZU,2016-03-15 10:40:00
57986,186110,AZU - 4058,AZUL,Domestic,2016-03-15 09:17:00,2016-03-15 09:12:00,2016-03-15 11:07:00,2016-03-15 10:50:00,Confirmed,ANTECIPATION,SBKP,SBPA,-51.1753811,-29.9934732,-47.1375685,-23.008205,-5.0,-17.0,872154.253018876,4058,AZU,2016-03-15 09:17:00
58000,186124,AZU - 4059,AZUL,Domestic,2016-03-15 11:40:00,2016-03-15 11:35:00,2016-03-15 13:22:00,2016-03-15 13:07:00,Confirmed,ANTECIPATION,SBPA,SBKP,-47.1375685,-23.008205,-51.1753811,-29.9934732,-5.0,-15.0,872154.253018876,4059,AZU,2016-03-15 11:40:00
58040,186164,AZU - 4061,AZUL,Domestic,2016-03-15 16:06:00,2016-03-15 16:06:00,2016-03-15 17:42:00,2016-03-15 17:42:00,Confirmed,,SBKP,SBPA,-51.1753811,-29.9934732,-47.1375685,-23.008205,0.0,0.0,872154.253018876,4061,AZU,2016-03-15 16:06:00
58042,186166,AZU - 4061,AZUL,Domestic,2016-03-15 16:06:00,2016-03-15 16:00:00,2016-03-15 17:42:00,2016-03-15 17:38:00,Confirmed,ANTECIPATION,SBKP,SBPA,-51.1753811,-29.9934732,-47.1375685,-23.008205,-6.0,-4.0,872154.253018876,4061,AZU,2016-03-15 16:06:00
58059,186183,AZU - 4062,AZUL,Domestic,2016-03-15 21:58:00,2016-03-15 21:53:00,2016-03-16 00:15:00,2016-03-16 00:00:00,Confirmed,ANTECIPATION,SBKP,SBSV,-38.3312411,-12.9110977,-47.1375685,-23.008205,-5.0,-15.0,1454663.26687278,4062,AZU,2016-03-15 21:58:00
58062,186186,AZU - 4062,AZUL,Domestic,2016-03-15 19:40:00,2016-03-20 19:43:00,2016-03-15 21:20:00,2016-03-20 21:14:00,Confirmed,ANTECIPATION,SBPA,SBKP,-47.1375685,-23.008205,-51.1753811,-29.9934732,7203.0,7194.0,872154.253018876,4062,AZU,2016-03-15 19:40:00
58073,186197,AZU - 4062,AZUL,Domestic,2016-03-15 19:40:00,2016-03-15 19:38:00,2016-03-15 21:20:00,2016-03-15 21:10:00,Confirmed,ANTECIPATION,SBPA,SBKP,-47.1375685,-23.008205,-51.1753811,-29.9934732,-2.0,-10.0,872154.253018876,4062,AZU,2016-03-15 19:40:00
58083,186207,AZU - 4062,AZUL,Domestic,2016-03-15 21:58:00,2016-03-20 21:54:00,2016-03-16 00:15:00,2016-03-21 00:13:00,Confirmed,ANTECIPATION,SBKP,SBSV,-38.3312411,-12.9110977,-47.1375685,-23.008205,7196.0,7198.0,1454663.26687278,4062,AZU,2016-03-15 21:58:00
58108,186232,AZU - 4063,AZUL,Domestic,2016-03-15 07:57:00,2016-03-15 07:55:00,2016-03-15 09:46:00,2016-03-15 09:36:00,Confirmed,ANTECIPATION,SBKP,SBPA,-51.1753811,-29.9934732,-47.1375685,-23.008205,-2.0,-10.0,872154.253018876,4063,AZU,2016-03-15 07:57:00
58147,186271,AZU - 4064,AZUL,Domestic,2016-03-15 11:18:00,2016-03-15 11:18:00,2016-03-15 12:38:00,2016-03-15 12:38:00,Confirmed,,SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,0.0,0.0,535531.106814531,4064,AZU,2016-03-15 11:18:00
58155,186279,AZU - 4064,AZUL,Domestic,2016-03-15 11:18:00,2016-03-20 11:20:00,2016-03-15 12:38:00,2016-03-20 12:31:00,Confirmed,ANTECIPATION,SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,7202.0,7193.0,535531.106814531,4064,AZU,2016-03-15 11:18:00
58167,186291,AZU - 4065,AZUL,Domestic,2016-03-15 16:01:00,2016-03-15 15:51:00,2016-03-15 18:32:00,2016-03-15 18:20:00,Confirmed,ANTECIPATION,SBSV,SBKP,-47.1375685,-23.008205,-38.3312411,-12.9110977,-10.0,-12.0,1454663.26687278,4065,AZU,2016-03-15 16:01:00
58170,186294,AZU - 4065,AZUL,Domestic,2016-03-15 16:01:00,2016-03-20 16:03:00,2016-03-15 18:32:00,2016-03-20 18:15:00,Confirmed,ANTECIPATION,SBSV,SBKP,-47.1375685,-23.008205,-38.3312411,-12.9110977,7202.0,7183.0,1454663.26687278,4065,AZU,2016-03-15 16:01:00
58208,186332,AZU - 4072,AZUL,Domestic,2016-03-15 19:00:00,2016-03-15 18:58:00,2016-03-15 20:10:00,2016-03-15 19:58:00,Confirmed,ANTECIPATION,SBKP,SBCT,-49.1724811,-25.5327132,-47.1375685,-23.008205,-2.0,-12.0,347660.505950427,4072,AZU,2016-03-15 19:00:00
58229,186353,AZU - 4073,AZUL,Domestic,2016-03-15 22:38:00,2016-03-15 22:38:00,2016-03-15 23:51:00,2016-03-15 23:51:00,Confirmed,,SBKP,SBSR,-49.4066209,-20.8159034,-47.1375685,-23.008205,0.0,0.0,337468.443416107,4073,AZU,2016-03-15 22:38:00
58267,186391,AZU - 4076,AZUL,Domestic,2016-03-15 08:51:00,2016-03-20 08:54:00,2016-03-15 10:20:00,2016-03-20 10:17:00,Confirmed,ANTECIPATION,SBKP,SBVT,-40.2835346,-20.2576489,-47.1375685,-23.008205,7203.0,7197.0,772023.001304571,4076,AZU,2016-03-15 08:51:00
58271,186395,AZU - 4076,AZUL,Domestic,2016-03-15 08:51:00,2016-03-15 08:51:00,2016-03-15 10:20:00,2016-03-15 10:20:00,Confirmed,,SBKP,SBVT,-40.2835346,-20.2576489,-47.1375685,-23.008205,0.0,0.0,772023.001304571,4076,AZU,2016-03-15 08:51:00
58282,186406,AZU - 4077,AZUL,Domestic,2016-03-15 17:10:00,2016-03-20 17:02:00,2016-03-15 18:12:00,2016-03-20 17:56:00,Confirmed,ANTECIPATION,SBCP,SBRJ,-43.1648755,-22.9111438,-41.3081837,-21.7011171,7192.0,7184.0,233562.513956914,4077,AZU,2016-03-15 17:10:00
58284,186408,AZU - 4077,AZUL,Domestic,2016-03-15 17:10:00,2016-03-15 16:51:00,2016-03-15 18:12:00,2016-03-15 17:44:00,Confirmed,ANTECIPATION,SBCP,SBRJ,-43.1648755,-22.9111438,-41.3081837,-21.7011171,-19.0,-28.0,233562.513956914,4077,AZU,2016-03-15 17:10:00
58323,186447,AZU - 4080,AZUL,Domestic,2016-03-15 10:47:00,2016-03-15 10:38:00,2016-03-15 13:00:00,2016-03-15 12:51:00,Confirmed,ANTECIPATION,SBKP,SBCY,-56.1172687,-15.6530786,-47.1375685,-23.008205,-9.0,-9.0,1245565.19801259,4080,AZU,2016-03-15 10:47:00
58339,186463,AZU - 4081,AZUL,Domestic,2016-03-15 11:35:00,2016-03-20 11:27:00,2016-03-15 12:49:00,2016-03-20 12:23:00,Confirmed,ANTECIPATION,SBGR,SBCT,-49.1724811,-25.5327132,-46.478126,-23.4345529,7192.0,7174.0,358595.366442389,4081,AZU,2016-03-15 11:35:00
58352,186476,AZU - 4081,AZUL,Domestic,2016-03-15 11:35:00,,2016-03-15 12:49:00,,Cancelled,AUTHORIZED (O),SBGR,SBCT,-49.1724811,-25.5327132,-46.478126,-23.4345529,,,358595.366442389,4081,AZU,2016-03-15 11:35:00
58375,186499,AZU - 4082,AZUL,Regional,2016-03-15 09:37:00,2016-03-15 09:37:00,2016-03-15 11:52:00,2016-03-15 11:52:00,Confirmed,,SBKP,SBSV,-38.3312411,-12.9110977,-47.1375685,-23.008205,0.0,0.0,1454663.26687278,4082,AZU,2016-03-15 09:37:00
58386,186510,AZU - 4082,AZUL,Domestic,2016-03-15 07:55:00,2016-03-15 07:49:00,2016-03-15 09:04:00,2016-03-15 08:53:00,Confirmed,ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,-6.0,-11.0,347660.505950427,4082,AZU,2016-03-15 07:55:00
58435,186559,AZU - 4084,AZUL,Domestic,2016-03-15 19:10:00,2016-03-20 19:06:00,2016-03-15 20:50:00,2016-03-20 20:37:00,Confirmed,ANTECIPATION,SBKP,SBVT,-40.2835346,-20.2576489,-47.1375685,-23.008205,7196.0,7187.0,772023.001304571,4084,AZU,2016-03-15 19:10:00
58438,186562,AZU - 4084,AZUL,Domestic,2016-03-15 19:10:00,2016-03-15 19:06:00,2016-03-15 20:50:00,2016-03-15 20:41:00,Confirmed,ANTECIPATION,SBKP,SBVT,-40.2835346,-20.2576489,-47.1375685,-23.008205,-4.0,-9.0,772023.001304571,4084,AZU,2016-03-15 19:10:00
58459,186583,AZU - 4085,AZUL,Domestic,2016-03-15 19:40:00,2016-03-20 19:36:00,2016-03-15 21:17:00,2016-03-20 21:01:00,Confirmed,ANTECIPATION,SBVT,SBKP,-47.1375685,-23.008205,-40.2835346,-20.2576489,7196.0,7184.0,772023.001304571,4085,AZU,2016-03-15 19:40:00
58470,186594,AZU - 4085,AZUL,Domestic,2016-03-15 19:40:00,2016-03-15 19:25:00,2016-03-15 21:17:00,2016-03-15 21:40:00,Confirmed,ANTECIPATION,SBVT,SBKP,-47.1375685,-23.008205,-40.2835346,-20.2576489,-15.0,23.0,772023.001304571,4085,AZU,2016-03-15 19:40:00
58480,186604,AZU - 4086,AZUL,Domestic,2016-03-15 13:06:00,2016-03-15 13:01:00,2016-03-15 14:43:00,2016-03-15 14:21:00,Confirmed,ANTECIPATION,SBKP,SBVT,-40.2835346,-20.2576489,-47.1375685,-23.008205,-5.0,-22.0,772023.001304571,4086,AZU,2016-03-15 13:06:00
58514,186638,AZU - 4087,AZUL,Domestic,2016-03-15 08:24:00,2016-03-15 08:10:00,2016-03-15 10:04:00,2016-03-15 09:51:00,Confirmed,ANTECIPATION,SBVT,SBKP,-47.1375685,-23.008205,-40.2835346,-20.2576489,-14.0,-13.0,772023.001304571,4087,AZU,2016-03-15 08:24:00
58540,186664,AZU - 4089,AZUL,Domestic,2016-03-15 15:19:00,2016-03-15 15:12:00,2016-03-15 16:56:00,2016-03-15 16:48:00,Confirmed,ANTECIPATION,SBVT,SBKP,-47.1375685,-23.008205,-40.2835346,-20.2576489,-7.0,-8.0,772023.001304571,4089,AZU,2016-03-15 15:19:00
58555,186679,AZU - 4090,AZUL,Domestic,2016-03-15 19:58:00,2016-03-20 19:57:00,2016-03-15 20:58:00,2016-03-20 21:19:00,Confirmed,AIR TRAFFIC LIBERATION/ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,7199.0,7221.0,347660.505950427,4090,AZU,2016-03-15 19:58:00
58562,186686,AZU - 4090,AZUL,Domestic,2016-03-15 19:58:00,2016-03-15 19:50:00,2016-03-15 20:58:00,2016-03-15 20:51:00,Confirmed,ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,-8.0,-7.0,347660.505950427,4090,AZU,2016-03-15 19:58:00
58597,186721,AZU - 4092,AZUL,Domestic,2016-03-15 21:13:00,2016-03-15 21:06:00,2016-03-15 22:18:00,2016-03-15 22:11:00,Confirmed,ANTECIPATION,SBKP,SBCT,-49.1724811,-25.5327132,-47.1375685,-23.008205,-7.0,-7.0,347660.505950427,4092,AZU,2016-03-15 21:13:00
58602,186726,AZU - 4092,AZUL,Domestic,2016-03-15 21:13:00,2016-03-20 22:27:00,2016-03-15 22:18:00,2016-03-20 23:31:00,Confirmed,AIRPLANE FAULT,SBKP,SBCT,-49.1724811,-25.5327132,-47.1375685,-23.008205,7274.0,7273.0,347660.505950427,4092,AZU,2016-03-15 21:13:00
58648,186772,AZU - 4097,AZUL,Domestic,2016-03-15 06:40:00,2016-03-15 06:35:00,2016-03-15 07:38:00,2016-03-15 07:34:00,Confirmed,ANTECIPATION,SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,-5.0,-4.0,347660.505950427,4097,AZU,2016-03-15 06:40:00
